id;suspicious_status;suspicious_note;question;extra
561;0;;The students listen to [them:t.Personal](the teacher).; Ученики слушают его/её.
562;0;;I bought [it:t.Personal](this car).; Я купил её.
563;0;;The manager spoke to [us:t.Personal](Mike and me).; Менеджер говорил с нами.
564;0;;She met [him:t.Personal](your brother).; Она встретила его.
565;0;;The gardener watered [them:t.Personal](the flowers).; Садовник полил их.
566;0;;He put [it:t.Personal](the book) on the table.; Он положил её на стол.
567;0;;I heard [her:t.Personal](Emma) singing in the room.; Я услышал, как она поёт в комнате.
568;0;;They helped [him:t.Personal](the old man) cross the street.; Они помогли ему перейти улицу.
569;0;;She found [it:t.Personal](the lost phone) under the bed.; Она нашла его под кроватью.
570;0;;We visited [them:t.Personal](our grandparents) last weekend.; Мы навестили их на прошлых выходных.
571;0;;He hugged [her:t.Personal](his sister) before leaving.; Он обнял её перед уходом.
572;0;;The teacher corrected [him:t.Personal](the student) on his mistake.; Учитель исправил его ошибку.
573;0;;I returned [it:t.Personal](the borrowed book) to the library.; Я вернул её в библиотеку.
574;0;;She sent [them:t.Personal](her colleagues) an email this morning.; Она отправила им письмо этим утром.
575;0;;They introduced [us:t.Personal](their new friends) at the party.; Они представили нас на вечеринке.
576;0;;The coach congratulated [him:t.Personal](the best player) after the game.; Тренер поздравил его после игры.
577;0;;This pen is [mine:t.Possessive,s1].;Эта ручка моя.
578;0;;The last word is [mine:t.Possessive,s1].;Последнее слово за мной.
579;0;;The apartment is [mine:t.Possessive,s1].;Квартира моя.
580;0;;This responsibility is [mine:t.Possessive,s1].;Эта ответственность моя.
581;0;;That chair is [mine:t.Possessive,s1].;Тот стул мой.
582;0;;This house is [yours:t.Possessive,s2].;Этот дом твой.
583;0;;The final choice is [yours:t.Possessive,s2].;Окончательный выбор за тобой.
584;0;;Is this laptop [yours:t.Possessive,s2]?;Этот ноутбук твой?
585;0;;That opportunity was [yours:t.Possessive,s2].;Эта возможность была твоей.
586;0;;This task is [yours:t.Possessive,s2].;Эта задача твоя.
587;0;;The mistake was [his:t.Possessive,s3m].;Ошибка была его.
588;0;;This project is [his:t.Possessive,s3m].;Этот проект его.
589;0;;The responsibility was [his:t.Possessive,s3m].;Ответственность была его.
590;0;;The decision is [his:t.Possessive,s3m].;Решение его.
591;0;;That achievement was [his:t.Possessive,s3m].;Это достижение было его.
592;0;;The suitcase is [hers:t.Possessive,s3f].;Чемодан её.
593;0;;The credit is [hers:t.Possessive,s3f].;Заслуга её.
594;0;;Is that phone [hers:t.Possessive,s3f]?;Этот телефон её?
595;0;;The complaint was [hers:t.Possessive,s3f].;Жалоба была её.
596;0;;That painting is [hers:t.Possessive,s3f].;Та картина её.
597;0;;The influence is [its:t.Possessive,s3n].;Влияние его.
598;0;;This power is [its:t.Possessive,s3n].;Эта сила его.
599;0;;The charm is [its:t.Possessive,s3n].;Очарование его.
600;0;;The meaning is [its:t.Possessive,s3n].;Значение его.
601;0;;The territory is [its:t.Possessive,s3n].;Территория его.
602;0;;The dream is [ours:t.Possessive,p1].;Мечта наша.
603;0;;This future is [ours:t.Possessive,p1].;Это будущее наше.
604;0;;The burden is [ours:t.Possessive,p1].;Бремя наше.
605;0;;The idea was [ours:t.Possessive,p1].;Идея была нашей.
606;0;;The happiness is [ours:t.Possessive,p1].;Счастье наше.
607;0;;The land is [theirs:t.Possessive,p3].;Земля их.
608;0;;The duty is [theirs:t.Possessive,p3].;Обязанность их.
609;0;;That reward was [theirs:t.Possessive,p3].;Эта награда была их.
610;0;;The authority is [theirs:t.Possessive,p3].;Власть их.
611;0;;The responsibility is [theirs:t.Possessive,p3].;Ответственность их.
612;0;;This is [my:t.Possessive,s1] book.;Это моя книга.
613;0;;[My:t.Possessive,s1] car is very old.;Моя машина очень старая.
614;0;;[My:t.Possessive,s1] house is near the park.;Мой дом рядом с парком.
615;0;;[My:t.Possessive,s1] friend is waiting for me.;Мой друг ждёт меня.
616;0;;[My:t.Possessive,s1] phone is charging.;Мой телефон заряжается.
617;0;;[Your:t.Possessive,s2] efforts matter.;Ваши усилия важны.
618;0;;[Your:t.Possessive,s2] house is beautiful.;Ваш дом красивый.
619;0;;Where is [your:t.Possessive,s2] car?;Где ваша машина?
620;0;;[Your:t.Possessive,s2] kids are very polite.;Ваши дети очень вежливы.
621;0;;I like [your:t.Possessive,s2] idea.;Мне нравится ваша идея.
622;0;;[His:t.Possessive,s3m] dog is friendly.;Его собака дружелюбная.
623;0;;[His:t.Possessive,s3m] house is very big.;Его дом очень большой.
624;0;;I like [his:t.Possessive,s3m] car.;Мне нравится его машина.
625;0;;[His:t.Possessive,s3m] work is inspiring.;Его работа вдохновляющая.
626;0;;Where is [his:t.Possessive,s3m] book?;Где его книга?
627;0;;[Her:t.Possessive,s3f] ideas are brilliant.;Её идеи блестящие.
628;0;;[Her:t.Possessive,s3f] voice is beautiful.;Её голос прекрасен.
629;0;;[Her:t.Possessive,s3f] house is near the school.;Её дом рядом со школой.
630;0;;I like [her:t.Possessive,s3f] style.;Мне нравится её стиль.
631;0;;This is [her:t.Possessive,s3f] favorite color.;Это её любимый цвет.
632;0;;[Its:t.Possessive,s3n] color is vibrant.;Его цвет яркий.
633;0;;[Its:t.Possessive,s3n] size is perfect.;Его размер идеален.
634;0;;I like [its:t.Possessive,s3n] design.;Мне нравится его дизайн.
635;0;;[Its:t.Possessive,s3n] role is important.;Его роль важна.
636;0;;[Its:t.Possessive,s3n] sound is unique.;Его звук уникален.
637;0;;[Our:t.Possessive,p1] team is strong.;Наша команда сильная.
638;0;;[Our:t.Possessive,p1] house is on the corner.;Наш дом на углу.
639;0;;[Our:t.Possessive,p1] car is parked outside.;Наша машина припаркована снаружи.
640;0;;[Our:t.Possessive,p1] work is almost done.;Наша работа почти завершена.
641;0;;[Our:t.Possessive,p1] friends are coming over.;Наши друзья идут к нам.
642;0;;[Their:t.Possessive,p3] house is beautiful.;Их дом красивый.
643;0;;[Their:t.Possessive,p3] dog is very playful.;Их собака очень игривая.
644;0;;[Their:t.Possessive,p3] car is new.;Их машина новая.
645;0;;[Their:t.Possessive,p3] kids are at school.;Их дети в школе.
646;0;;I like [their:t.Possessive,p3] work.;Мне нравится их работа.
647;0;;I couldn’t believe how quickly [my:t.Possessive,s1] plans changed after the unexpected news.;Я не мог поверить, как быстро мои планы изменились после неожиданной новости.
648;0;;After several revisions, [my:t.Possessive,s1] final decision turned out to be the best one.;После нескольких исправлений моё окончательное решение оказалось лучшим.
649;0;;The professor praised [my:t.Possessive,s1] work, saying it showed deep understanding of the topic.;Профессор похвалил мою работу, сказав, что она демонстрирует глубокое понимание темы.
650;0;;Without a doubt, [my:t.Possessive,s1] favorite way to relax is reading a good book in the evening.;Без сомнения, мой любимый способ расслабиться – это чтение хорошей книги вечером.
651;0;;If [my:t.Possessive,s1] calculations are correct, we should reach the destination in two hours.;Если мои расчёты верны, мы должны добраться до места назначения через два часа.
652;0;;After years of dedication, [my:t.Possessive,s1] hard work finally paid off.;После многих лет упорного труда моя работа наконец окупилась.
653;0;;Right after [my:t.Possessive,s1] presentation, the audience started asking questions.;Сразу после моей презентации аудитория начала задавать вопросы.
654;0;;By the time I arrived, [your:t.Possessive,s2] friends had already left for the airport.;К тому времени как я приехал, твои друзья уже уехали в аэропорт.
655;0;;Could you remind me where [your:t.Possessive,s2] office is located in this building?;Не мог бы ты напомнить мне, где находится твой офис в этом здании?
656;0;;No matter how hard you try, [your:t.Possessive,s2] efforts won’t go unnoticed by the management.;Как бы ты ни старался, твои усилия не останутся незамеченными руководством.
657;0;;Despite the difficulties, [your:t.Possessive,s2] idea proved to be more effective than expected.;Несмотря на трудности, твоя идея оказалась более эффективной, чем ожидалось.
658;0;;The fact that [your:t.Possessive,s2] argument was well-structured made a huge difference.;Тот факт, что твой аргумент был хорошо структурирован, сыграл большую роль.
659;0;;Without [your:t.Possessive,s2] advice, I would have made a terrible mistake.;Без твоего совета я бы совершил ужасную ошибку.
660;0;;When [your:t.Possessive,s2] schedule is so packed, how do you find time to relax?;Когда твой график такой плотный, как ты находишь время на отдых?
661;0;;With every passing day, [his:t.Possessive,s3m] confidence in the project continued to grow.;С каждым днём его уверенность в проекте продолжала расти.
662;0;;We were surprised to see that [his:t.Possessive,s3m] proposal had already been accepted.;Мы были удивлены, увидев, что его предложение уже было принято.
663;0;;Without hesitation, [his:t.Possessive,s3m] decision influenced the outcome of the negotiation.;Без колебаний его решение повлияло на исход переговоров.
664;0;;After years of hard work, [his:t.Possessive,s3m] dream of becoming a doctor finally came true.;После многих лет упорной работы его мечта стать врачом наконец сбылась.
665;0;;Since [his:t.Possessive,s3m] arrival, things in the office have become more organized.;С момента его прибытия в офисе всё стало более организованным.
666;0;;Although [his:t.Possessive,s3m] story was interesting, it lacked crucial details.;Хотя его рассказ был интересным, в нём не хватало важных деталей.
667;0;;It’s fascinating how much [his:t.Possessive,s3m] perspective has changed over the years.;Удивительно, насколько изменилась его точка зрения за эти годы.
668;0;;Although [her:t.Possessive,s3f] suggestions were controversial, they sparked an interesting discussion.;Хотя её предложения были спорными, они вызвали интересную дискуссию.
669;0;;By the end of the meeting, [her:t.Possessive,s3f] influence on the team was undeniable.;К концу собрания её влияние на команду стало неоспоримым.
670;0;;Everyone in the office noticed that [her:t.Possessive,s3f] enthusiasm was contagious.;Все в офисе заметили, что её энтузиазм был заразительным.
671;0;;If you look closely, [her:t.Possessive,s3f] painting reveals an impressive level of detail.;Если присмотреться, её картина раскрывает впечатляющий уровень детализации.
672;0;;Before making a decision, [her:t.Possessive,s3f] team conducted thorough research.;Перед принятием решения её команда провела тщательное исследование.
673;0;;The moment [her:t.Possessive,s3f] name was mentioned, everyone turned to listen.;В тот момент, когда её имя было упомянуто, все обернулись, чтобы послушать.
674;0;;Despite [her:t.Possessive,s3f] warnings, they continued with their risky plan.;Несмотря на её предупреждения, они продолжили свой рискованный план.
675;0;;After the storm, [its:t.Possessive,s3n] structure remained surprisingly intact despite the strong winds.;После шторма его структура осталась удивительно неповреждённой, несмотря на сильные ветры.
676;0;;Even though the company faced challenges, [its:t.Possessive,s3n] reputation remained solid.;Несмотря на трудности, её репутация осталась прочной.
677;0;;Because of [its:t.Possessive,s3n] design, this bridge can withstand extreme weather conditions.;Благодаря своему дизайну, этот мост может выдерживать экстремальные погодные условия.
678;0;;The new policy is controversial, but [its:t.Possessive,s3n] implementation has already begun.;Новая политика спорна, но её внедрение уже началось.
679;0;;We were amazed by how much [its:t.Possessive,s3n] features had improved in the new version.;Мы были поражены тем, насколько улучшились его характеристики в новой версии.
680;0;;Thanks to [its:t.Possessive,s3n] durability, this product lasts much longer than expected.;Благодаря своей прочности, этот продукт служит намного дольше, чем ожидалось.
681;0;;If [its:t.Possessive,s3n] performance continues to improve, the company will thrive.;Если его производительность продолжит расти, компания будет процветать.
682;0;;Although [our:t.Possessive,p1] team was smaller, we managed to win the competition.;Хотя наша команда была меньше, мы смогли выиграть соревнование.
683;0;;After months of preparation, [our:t.Possessive,p1] project was finally approved by the board.;После нескольких месяцев подготовки наш проект наконец был одобрен советом.
684;0;;It was clear that [our:t.Possessive,p1] approach to solving the issue was the most efficient.;Было очевидно, что наш подход к решению проблемы был самым эффективным.
685;0;;Before we started the journey, [our:t.Possessive,p1] guide explained the safety rules in detail.;Перед тем как мы отправились в путешествие, наш гид подробно объяснил правила безопасности.
686;0;;As a result of [our:t.Possessive,p1] collaboration, the project exceeded all expectations.;В результате нашего сотрудничества проект превзошёл все ожидания.
687;0;;Because of [our:t.Possessive,p1] mistake, the deadline had to be extended.;Из-за нашей ошибки срок пришлось продлить.
688;0;;Ever since [our:t.Possessive,p1] training began, we have become much more confident.;С тех пор как началась наша подготовка, мы стали гораздо увереннее.
689;0;;As soon as the guests arrived, [their:t.Possessive,p3] attention was drawn to the stunning view.;Как только гости прибыли, их внимание привлек потрясающий вид.
690;0;;Even after years of separation, [their:t.Possessive,p3] bond remained as strong as ever.;Даже после многих лет разлуки их связь осталась такой же крепкой.
691;0;;No one expected [their:t.Possessive,p3] reaction to be so emotional.;Никто не ожидал, что их реакция будет такой эмоциональной.
692;0;;Because of [their:t.Possessive,p3] efforts, the event turned out to be a great success.;Благодаря их усилиям мероприятие оказалось большим успехом.
693;0;;Nobody doubted that [their:t.Possessive,p3] decision was the right one in the given situation.;Никто не сомневался, что их решение было верным в данной ситуации.
694;0;;With [their:t.Possessive,p3] support, the organization was able to expand internationally.;С их поддержкой организация смогла выйти на международный уровень.
695;0;;It was difficult to ignore [their:t.Possessive,p3] influence on the final result.;Было трудно игнорировать их влияние на окончательный результат.
696;0;;Do you remember [this:t.demonstr,s,near] moment?;Ты помнишь этот момент?
697;0;;[This:t.demonstr,s,near] problem needs to be solved immediately.;Эту проблему нужно решить немедленно.
698;0;;Can you believe [this:t.demonstr,s,near] news?;Ты можешь поверить в эти новости?
699;0;;I can’t stop thinking about [this:t.demonstr,s,near] possibility.;Я не могу перестать думать об этой возможности.
700;0;;We need to focus on [this:t.demonstr,s,near] issue before moving forward.;Нам нужно сосредоточиться на этом вопросе, прежде чем двигаться дальше.
701;0;;[That:t.demonstr,s,far] was one of the best experiences of my life.;То был один из лучших моментов в моей жизни.
702;0;;She couldn’t believe [that:t.demonstr,s,far] actually happened.;Она не могла поверить, что это действительно произошло.
703;0;;I don’t agree with [that:t.demonstr,s,far] opinion.;Я не согласен с этим мнением.
704;0;;[That:t.demonstr,s,far] sound is coming from outside.;Тот звук идёт снаружи.
705;0;;If you listen carefully, you’ll understand [that:t.demonstr,s,far] idea.;Если ты послушаешь внимательно, ты поймёшь ту идею.
706;0;;[These:t.demonstr,p,near] pictures were taken during our vacation.;Эти фотографии были сделаны во время нашего отпуска.
707;0;;I love [these:t.demonstr,p,near] colors in your painting.;Мне нравятся эти цвета в твоей картине.
708;0;;We should consider [these:t.demonstr,p,near] factors before making a decision.;Нам стоит учитывать эти факторы перед принятием решения.
709;0;;[These:t.demonstr,p,near] documents need to be signed by the manager.;Эти документы должны быть подписаны менеджером.
710;0;;Are [these:t.demonstr,p,near] the keys you were looking for?;Это те ключи, которые ты искал?
711;0;;Who left [those:t.demonstr,p,far] bags on the table?;Кто оставил те сумки на столе?
712;0;;I remember [those:t.demonstr,p,far] days like they were yesterday.;Я помню те дни, как будто это было вчера.
713;0;;[Those:t.demonstr,p,far] books belong to the library.;Те книги принадлежат библиотеке.
714;0;;Could you pass me [those:t.demonstr,p,far] papers, please?;Можешь передать мне те бумаги, пожалуйста?
715;0;;[Those:t.demonstr,p,far] ideas were ahead of their time.;Те идеи опередили своё время.
716;0;;The weather was perfect during [this:t.demonstr,s,near] weekend.;Погода была идеальной в эти выходные.
717;0;;Let’s talk about [this:t.demonstr,s,near] situation calmly.;Давай спокойно обсудим эту ситуацию.
718;0;;[That:t.demonstr,s,far] was the moment I realized my mistake.;В тот момент я осознал свою ошибку.
719;0;;I don’t think [that:t.demonstr,s,far] is a good idea.;Я не думаю, что это хорошая идея.
720;0;;We need to discuss [these:t.demonstr,p,near] matters with the team.;Нам нужно обсудить эти вопросы с командой.
721;0;;Why are [these:t.demonstr,p,near] prices so high?;Почему эти цены такие высокие?
722;0;;The teacher asked about [those:t.demonstr,p,far] assignments.;Учитель спросил про те задания.
723;0;;I found [those:t.demonstr,p,far] shoes in the closet.;Я нашёл те туфли в шкафу.
724;0;;What do you think about [this:t.demonstr,s,near] design?;Что ты думаешь об этом дизайне?
725;0;;[That:t.demonstr,s,far] building was constructed over a century ago.;То здание было построено более века назад.
726;0;;[These:t.demonstr,p,near] questions are harder than I expected.;Эти вопросы сложнее, чем я ожидал.
727;0;;She refused to answer [those:t.demonstr,p,far] accusations.;Она отказалась отвечать на те обвинения.
728;0;;I have never seen [this:t.demonstr,s,near] kind of technology before.;Я никогда раньше не видел такую технологию.
729;0;;[That:t.demonstr,s,far] decision changed everything.;То решение изменило всё.
730;0;;[What:t.interrog,Inanimate,Case.Nom] book are you reading?; Какую книгу ты читаешь?
731;0;;[What:t.interrog,Inanimate,Case.Nom] movie do you like the most?; Какой фильм тебе нравится больше всего?
732;0;;[What:t.interrog,Inanimate,Case.Nom] song are you listening to?; Какую песню ты слушаешь?
733;0;;[What:t.interrog,Inanimate,Case.Nom] kind of food do you like?; Какую еду ты любишь?
734;0;;[What:t.interrog,Inanimate,Case.Nom] city do you want to visit next?; Какой город ты хочешь посетить следующим?
735;0;;[What:t.interrog,Inanimate,Case.Nom] phone do you recommend?; Какой телефон ты рекомендуешь?
736;0;;[What:t.interrog,Inanimate,Case.Nom] app do you use for notes?; Какое приложение ты используешь для заметок?
737;0;;I can't decide [what:t.interrog,Inanimate,Case.Nom] book I should read next.; Я не могу решить, какую книгу мне читать дальше.
738;0;;She asked me [what:t.interrog,Inanimate,Case.Nom] car I had rented for the trip.; Она спросила меня, какую машину я арендовал для поездки.
739;0;;I couldn’t remember [what:t.interrog,Inanimate,Case.Nom] gift she had given me last year.; Я не мог вспомнить, какой подарок она мне подарила в прошлом году.
740;0;;He explained [what:t.interrog,Inanimate,Case.Nom] strategy had led to their success.; Он объяснил, какая стратегия привела к их успеху.
741;0;;She asked me [what:t.interrog,Inanimate,Case.Nom] laptop I had bought for work.; Она спросила меня, какой ноутбук я купил для работы.
742;0;;I need to figure out [what:t.interrog,Inanimate,Case.Nom] course would be most useful for my career.; Мне нужно понять, какой курс будет наиболее полезен для моей карьеры.
743;0;;He was curious [what:t.interrog,Inanimate,Case.Nom] mistake had caused the system failure.; Ему было любопытно, какая ошибка привела к сбою системы.
744;0;;[Who:t.interrog,Animate,Case.Nom] called you yesterday?; Кто звонил тебе вчера?
745;0;;[Who:t.interrog,Animate,Case.Nom] is your best friend?; Кто твой лучший друг?
746;0;;[Who:t.interrog,Animate,Case.Nom] won the game?; Кто выиграл игру?
747;0;;[Who:t.interrog,Animate,Case.Nom] made this cake?; Кто сделал этот торт?
748;0;;[Who:t.interrog,Animate,Case.Nom] is your favorite author?; Кто твой любимый автор?
749;0;;[Who:t.interrog,Animate,Case.Nom] is responsible for this task?; Кто отвечает за это задание?
750;0;;[Who:t.interrog,Animate,Case.Nom] knows the answer?; Кто знает ответ?
751;0;;I don't know [who:t.interrog,Animate,Case.Nom] left the door open last night.; Я не знаю, кто оставил дверь открытой прошлой ночью.
752;0;;She couldn't understand [who:t.interrog,Animate,Case.Nom] had sent her the anonymous letter.; Она не могла понять, кто отправил ей анонимное письмо.
753;0;;I couldn’t tell [who:t.interrog,Animate,Case.Nom] had left the lights on.; Я не мог сказать, кто оставил свет включённым.
754;0;;She wondered [who:t.interrog,Animate,Case.Nom] had been spreading the rumors.; Она задумалась, кто распространял слухи.
755;0;;He had no idea [who:t.interrog,Animate,Case.Nom] had stolen his wallet.; Он не имел понятия, кто украл его кошелек.
756;0;;The manager asked [who:t.interrog,Animate,Case.Nom] had completed the report.; Менеджер спросил, кто закончил отчет.
757;0;;I found out [who:t.interrog,Animate,Case.Nom] had recommended me for the position.; Я выяснил, кто рекомендовал меня на эту должность.
758;0;;[Whom:t.interrog,Animate,Case.Obj,f.frml] did you invite to the wedding?; Кого ты пригласил на свадьбу?
759;0;;[Whom:t.interrog,Animate,Case.Obj,f.frml] should I contact for further details?; С кем мне связаться для уточнения деталей?
760;0;;[Whom:t.interrog,Animate,Case.Obj,f.frml] do you respect the most?; Кого ты уважаешь больше всего?
761;0;;[Whom:t.interrog,Animate,Case.Obj,f.frml] did she choose as her mentor?; Кого она выбрала своим наставником?
762;0;;[Whom:t.interrog,Animate,Case.Obj,f.frml] should we consult before making a decision?; С кем нам следует проконсультироваться перед принятием решения?
763;0;;[Whom:t.interrog,Animate,Case.Obj,f.frml] did the president appoint as his advisor?; Кого президент назначил своим советником?
764;0;;[Whom:t.interrog,Animate,Case.Obj,f.frml] do you trust with sensitive information?; Кому ты доверяешь конфиденциальную информацию?
765;0;;I wasn't sure [whom:t.interrog,Animate,Case.Obj,f.frml] he had chosen for the position.; Я не был уверен, кого он выбрал на эту должность.
766;0;;The professor explained [whom:t.interrog,Animate,Case.Obj,f.frml] the committee had selected for the scholarship.; Профессор объяснил, кого комитет выбрал для получения стипендии.
767;0;;I had no idea [whom:t.interrog,Animate,Case.Obj,f.frml] the director had assigned to the case.; Я не знал, кого директор назначил на это дело.
768;0;;She asked [whom:t.interrog,Animate,Case.Obj,f.frml] the lawyer had represented in court.; Она спросила, кого адвокат представлял в суде.
769;0;;The committee debated [whom:t.interrog,Animate,Case.Obj,f.frml] they should nominate for the award.; Комитет обсуждал, кого им следует номинировать на награду.
770;0;;He explained [whom:t.interrog,Animate,Case.Obj,f.frml] the funds had been allocated to.; Он объяснил, кому были выделены средства.
771;0;;The senator questioned [whom:t.interrog,Animate,Case.Obj,f.frml] the policy changes would affect.; Сенатор задал вопрос, кого коснутся изменения в политике.
772;0;;To [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] should I send this document?; Кому мне следует отправить этот документ?
773;0;;With [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] did you discuss the contract terms?; С кем вы обсуждали условия контракта?
774;0;;For [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] is this scholarship intended?; Для кого предназначена эта стипендия?
775;0;;On [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] does the final decision depend?; От кого зависит окончательное решение?
776;0;;Against [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] were the charges filed?; Против кого были выдвинуты обвинения?
777;0;;The report must indicate to [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] the funds were allocated.; Отчет должен указывать, кому были выделены средства.
778;0;;They haven’t yet decided for [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] the award will be designated.; Они еще не решили, кому будет присуждена награда.
779;0;;It remains unclear with [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] the responsibility lies.; Остается неясным, на ком лежит ответственность.
780;0;;The committee is discussing to [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] they should grant the research funds.; Комитет обсуждает, кому следует предоставить исследовательские гранты.
781;0;;The legal team needs to determine against [whom:t.interrog,Animate,Case.Obj,f.frml,e.frml-constr] the lawsuit should be filed.; Юридическая команда должна определить, против кого следует подать иск.
782;0;;[Who:t.interrog,Animate,Case.Obj,f.coll] did you invite to the wedding?; Кого ты пригласил на свадьбу?
783;0;;[Who:t.interrog,Animate,Case.Obj,f.coll] should I contact for further details?; С кем мне связаться для уточнения деталей?
784;0;;[Who:t.interrog,Animate,Case.Obj,f.coll] did you see at the meeting?; Кого ты видел на собрании?
785;0;;[Who:t.interrog,Animate,Case.Obj,f.coll] are you waiting for?; Кого ты ждёшь?
786;0;;[Who:t.interrog,Animate,Case.Obj,f.coll] do you admire the most?; Кем ты больше всего восхищаешься?
787;0;;[Who:t.interrog,Animate,Case.Obj,f.coll] did you ask for help?; Кого ты попросил о помощи?
788;0;;[Who:t.interrog,Animate,Case.Obj,f.coll] did they hire for the job?; Кого они наняли на работу?
789;0;;I wasn't sure [who:t.interrog,Animate,Case.Obj,f.coll] he had chosen for the position.; Я не был уверен, кого он выбрал на эту должность.
790;0;;The professor explained [who:t.interrog,Animate,Case.Obj,f.coll] the committee had selected for the scholarship.; Профессор объяснил, кого комитет выбрал для получения стипендии.
791;0;;I didn’t know [who:t.interrog,Animate,Case.Obj,f.coll] they had chosen for the award.; Я не знал, кого они выбрали на награду.
792;0;;She asked [who:t.interrog,Animate,Case.Obj,f.coll] I had talked to about the issue.; Она спросила, с кем я говорил по этому вопросу.
793;0;;He was wondering [who:t.interrog,Animate,Case.Obj,f.coll] she had invited to dinner.; Он гадал, кого она пригласила на ужин.
794;0;;They were discussing [who:t.interrog,Animate,Case.Obj,f.coll] should be the next team leader.; Они обсуждали, кто должен быть следующим лидером команды.
795;0;;I wasn’t sure [who:t.interrog,Animate,Case.Obj,f.coll] the manager had promoted.; Я не был уверен, кого менеджер повысил.
796;0;;[Whose:t.interrog,a.y/n,Case.Pos] jacket is this?; Чья это куртка?
797;0;;[Whose:t.interrog,a.y/n,Case.Pos] idea was that?; Чья это была идея?
798;0;;[Whose:t.interrog,a.y/n,Case.Pos] car is parked outside?; Чья машина припаркована снаружи?
799;0;;[Whose:t.interrog,a.y/n,Case.Pos] pen did you borrow?; Чью ручку ты одолжил?
800;0;;[Whose:t.interrog,a.y/n,Case.Pos] responsibility is it to handle this?; Чья это ответственность?
801;0;;[Whose:t.interrog,a.y/n,Case.Pos] shoes are these?; Чья это обувь?
802;0;;[Whose:t.interrog,a.y/n,Case.Pos] decision was final?; Чьё решение было окончательным?
803;0;;I don't know [whose:t.interrog,a.y/n,Case.Pos] phone was left on the table.; Я не знаю, чей телефон оставили на столе.
804;0;;She was curious [whose:t.interrog,a.y/n,Case.Pos] decision had influenced the outcome.; Ей было интересно, чьё решение повлияло на исход.
805;0;;I couldn't figure out [whose:t.interrog,a.y/n,Case.Pos] idea had been rejected.; Я не мог понять, чью идею отклонили.
806;0;;She asked [whose:t.interrog,a.y/n,Case.Pos] documents had been left on her desk.; Она спросила, чьи документы оставили на её столе.
807;0;;The teacher inquired [whose:t.interrog,a.y/n,Case.Pos] phone had been ringing.; Учитель спросил, чей телефон звонил.
808;0;;He was trying to determine [whose:t.interrog,a.y/n,Case.Pos] fault it was.; Он пытался определить, чья это была вина.
809;0;;They were debating [whose:t.interrog,a.y/n,Case.Pos] proposal should be approved.; Они обсуждали, чьё предложение следует утвердить.
810;0;;[Which:t.interrog,a.y] student won the award?; Какой студент выиграл награду?
811;0;;[Which:t.interrog,a.y] doctor specializes in cardiology?; Какой врач специализируется на кардиологии?
812;0;;[Which:t.interrog,a.y] teacher gave you this assignment?; Какой учитель дал тебе это задание?
813;0;;[Which:t.interrog,a.y] scientist made this discovery?; Какой ученый сделал это открытие?
814;0;;[Which:t.interrog,a.y] athlete broke the record?; Какой спортсмен побил рекорд?
815;0;;[Which:t.interrog,a.y] author wrote this novel?; Какой автор написал этот роман?
816;0;;[Which:t.interrog,a.y] musician performed at the concert?; Какой музыкант выступал на концерте?
817;0;;I wasn’t sure [which:t.interrog,a.y] student had submitted the best project.; Я не был уверен, какой студент представил лучший проект.
818;0;;She asked me [which:t.interrog,a.y] professor had the highest ratings.; Она спросила меня, у какого профессора самые высокие оценки.
819;0;;The jury was discussing [which:t.interrog,a.y] candidate deserved the prize.; Жюри обсуждало, какой кандидат заслуживает награду.
820;0;;We need to determine [which:t.interrog,a.y] researcher contributed the most to the study.; Нам нужно определить, какой исследователь внес наибольший вклад в исследование.
821;0;;He debated with his colleagues [which:t.interrog,a.y] director should lead the project.; Он обсуждал с коллегами, какой директор должен возглавить проект.
822;0;;The organizers couldn’t decide [which:t.interrog,a.y] speaker should open the conference.; Организаторы не могли решить, какой спикер должен открыть конференцию.
823;0;;The hiring committee is evaluating [which:t.interrog,a.y] applicant has the best qualifications.; Комитет по найму оценивает, какой кандидат обладает лучшими квалификациями.
824;0;;[Which:t.interrog,a.n] book do you recommend?; Какую книгу ты рекомендуешь?
825;0;;[Which:t.interrog,a.n] car is more fuel-efficient?; Какая машина более экономична по топливу?
826;0;;[Which:t.interrog,a.n] city has the best public transport?; Какой город имеет лучший общественный транспорт?
827;0;;[Which:t.interrog,a.n] language is the most difficult to learn?; Какой язык самый сложный для изучения?
828;0;;[Which:t.interrog,a.n] movie won the Oscar this year?; Какой фильм выиграл Оскар в этом году?
829;0;;[Which:t.interrog,a.n] software is best for video editing?; Какое программное обеспечение лучше для видеомонтажа?
830;0;;[Which:t.interrog,a.n] phone has the best battery life?; Какой телефон имеет лучшую автономность?
831;0;;I wasn’t sure [which:t.interrog,a.n] car model would suit my needs.; Я не был уверен, какая модель автомобиля подойдет мне лучше.
