id;question;extra;suspicious_status;suspicious_note
001;Every student should bring [their:t.Possessive] own notebook.;Каждый студент должен принести свой собственный блокнот.;0;
002;If someone forgets [their:t.Possessive] password, they can reset it online.;Если кто-то забудет свой пароль, он может сбросить его онлайн.;0;
003;Nobody wants to lose [their:t.Possessive] job.;Никто не хочет потерять свою работу.;0;
004;A person should follow [their:t.Possessive] dreams.;Человек должен следовать своим мечтам.;0;
005;Each employee has [their:t.Possessive] own responsibilities.;Каждый сотрудник имеет свои собственные обязанности.;0;
006;If a doctor loves [their:t.Possessive] job, they will help more patients.;Если врач любит свою работу, он поможет большему количеству пациентов.;0;
007;When a customer enters, greet [their:t.Possessive] visit with a smile.;Когда клиент заходит, приветствуйте его визит с улыбкой.;0;
008;No one should be forced to change [their:t.Possessive] beliefs.;Никто не должен быть вынужден менять свои убеждения.;0;
009;If a writer wants to improve [their:t.Possessive] skills, they must practice daily.;Если писатель хочет улучшить свои навыки, он должен практиковаться ежедневно.;0;
010;Each person must choose [their:t.Possessive] own path in life.;Каждый человек должен выбрать свой собственный путь в жизни.;0;

# possessive-cojoint: patterns.ok - в сочетаниях с "own" (для усиления)
001;I have [my:t.Possessive] own apartment.;У меня есть своя собственная квартира.;0;
002;He prefers [my:t.Possessive] own recipe.;Он предпочитает мой собственный рецепт.;0;
003;I can solve this problem on [my:t.Possessive] own.;Я могу решить эту проблему самостоятельно.;0;
004;[My:t.Possessive] own experience tells me otherwise.;Мой собственный опыт говорит мне обратное.;0;
005;I want to start [my:t.Possessive] own business.;Я хочу открыть свой собственный бизнес.;0;
006;This is [your:t.Possessive] own choice.;Это твой собственный выбор.;0;
007;You should have [your:t.Possessive] own opinion.;Тебе следует иметь своё собственное мнение.;0;
008;Do you have [your:t.Possessive] own office?;У тебя есть свой собственный офис?;0;
009;[Your:t.Possessive] own words contradict you.;Твои собственные слова тебе противоречат.;0;
010;You must make [your:t.Possessive] own decisions.;Ты должен принимать свои собственные решения.;0;
011;He has [his:t.Possessive] own car.;У него есть своя собственная машина.;0;
012;[His:t.Possessive] own brother betrayed him.;Его родной брат предал его.;0;
013;He built [his:t.Possessive] own house.;Он построил свой собственный дом.;0;
014;He is responsible for [his:t.Possessive] own actions.;Он несёт ответственность за свои собственные поступки.;0;
015;[His:t.Possessive] own parents didn’t believe him.;Его собственные родители не верили ему.;0;
016;She wants [her:t.Possessive] own space.;Она хочет своё собственное пространство.;0;
017;[Her:t.Possessive] own friends don’t trust her.;Её собственные друзья ей не доверяют.;0;
018;She designed [her:t.Possessive] own dress.;Она создала своё собственное платье.;0;
019;She has [her:t.Possessive] own opinion on this matter.;У неё есть своё собственное мнение на этот счёт.;0;
020;[Her:t.Possessive] own work speaks for itself.;Её собственная работа говорит сама за себя.;0;
021;The little cabin has [its:t.Possessive] own charm.;Небольшой домик имеет свой собственный шарм.;0;
022;The company has [its:t.Possessive] own rules.;У компании есть свои собственные правила.;0;
023;The tree grew in [its:t.Possessive] own unique way.;Дерево выросло по-своему.;0;
024;The school has [its:t.Possessive] own traditions.;У школы есть свои собственные традиции.;0;
025;The system has [its:t.Possessive] own limitations.;У системы есть свои собственные ограничения.;0;
026;We have [our:t.Possessive] own traditions.;У нас есть свои собственные традиции.;0;
027;[Our:t.Possessive] own team won the championship.;Наша собственная команда выиграла чемпионат.;0;
028;This is [our:t.Possessive] own responsibility.;Это наша собственная ответственность.;0;
029;We are building [our:t.Possessive] own future.;Мы строим своё собственное будущее.;0;
030;[Our:t.Possessive] own mistakes teach us the most.;Наши собственные ошибки учат нас больше всего.;0;
031;They have [their:t.Possessive] own business.;У них есть свой собственный бизнес.;0;
032;[Their:t.Possessive] own ideas changed the industry.;Их собственные идеи изменили индустрию.;0;
033;[Their:t.Possessive] own house is under construction.;Их собственный дом строится.;0;
034;[Their:t.Possessive] own words proved them wrong.;Их собственные слова доказали их неправоту.;0;
035;[Their:t.Possessive] own experience helped them succeed.;Их собственный опыт помог им добиться успеха.;0;

# possessive-cojoint: possessive-cojoint vs "to be"
000;[They’re](they’re/their) going to the store.;Они идут в магазин.;0;
000;I like [your](your/you’re) new haircut.;Мне нравится твоя новая стрижка.;0;
000;The dog wagged [its](its/it’s) tail.;Собака виляла хвостом.;0;
000;[It’s](its/it’s) raining outside.;На улице идет дождь.;0;
000;[It’s](its/it’s) the best decision you could make! — Это лучшее решение, которое ты мог принять!;0;
000;She forgot [her](her/she’s) keys at home.;Она забыла свои ключи дома.;0;
000;[They’re](they’re/their) very happy to see you.;Они очень рады тебя видеть.;0;
000;The book lost [its](its/it’s) cover.;Книга потеряла свою обложку.;0;
000;[It’s](Its/It’s) a beautiful day outside.;На улице прекрасный день.;0;
000;The cat was licking [its](its/it’s) paws.;Кот облизывал свои лапы.;0;
000;[You’re](Your/You’re) going to love this movie! — Тебе точно понравится этот фильм!;0;
000;[They’re](Their/They’re) coming over for dinner at six.;Они придут на ужин в шесть.;0;
000;[You’re](Your/You’re) the best friend I’ve ever had.;Ты лучший друг, который у меня был.;0;
000;The dog lost [its](Its/It’s) collar somewhere in the park.;Собака потеряла свой ошейник где-то в парке.;0;
000;I think [you’re](your/you’re) the best choice for the job.;Думаю, ты лучший кандидат на эту работу.;0;
000;The phone lost [its](its/it’s) battery charge.;Телефон разрядился.;0;
000;This is my car, and that one is [theirs](their/theirs).;Это моя машина, а та — их.;0;
000;She said [she’s](she’s/her) not feeling well today.;Она сказала, что плохо себя чувствует сегодня.;0;
000;I don’t know [his](his/he’s) name, but she looks familiar.;Я не знаю его имени, но она выглядит знакомой.;0;
000;The company changed [its](its/it’s) logo last year.;Компания сменила свой логотип в прошлом году.;0;
000;We’re going to [their](they’re/their) house for the weekend.;Мы едем к ним домой на выходные.;0;

# possessive-cojoint: impact rule (правило воздействия)
000;She kissed him on [the] cheek.;Она поцеловала его в щёку.;0;
000;They hit me on [the] head.;Они ударили меня по голове.;0;
000;He slapped her on [the] wrist.;Он шлёпнул её по запястью.;0;
000;The ball hit him on [the] knee.;Мяч ударил его по колену.;0;
000;She patted the child on [the] back.;Она похлопала ребёнка по спине.;0;
000;He punched me in [the] stomach.;Он ударил меня в живот.;0;
000;The insect stung her in [the] arm.;Насекомое ужалило её в руку.;0;
000;She kicked him in [the] shin.;Она ударила его по голени.;0;
000;He hit me in [the] ribs.;Он ударил меня по рёбрам.;0;
000;The doctor injected him in [the] shoulder.;Врач сделал ему укол в плечо.;0;
000;He grabbed me at [the] wrist.;Он схватил меня за запястье.;0;
000;She scratched him at [the] neck.;Она поцарапала его в области шеи.;0;
000;The cat bit him at [the] ankle.;Кошка укусила его за лодыжку.;0;
000;He tugged her at [the] sleeve.;Он потянул её за рукав.;0;
000;I felt a pain at [the] temple.;Я почувствовал боль в виске.;0;
000;He pulled me by [the] arm.;Он потянул меня за руку.;0;
000;She held him by [the] shoulder.;Она держала его за плечо.;0;
000;He grabbed her by [the] collar.;Он схватил её за воротник.;0;
000;The officer took him by [the] wrist.;Офицер взял его за запястье.;0;
000;The dog caught him by [the] pant leg.;Собака схватила его за штанину.;0;
000;He hit me with [the] palm of his hand.;Он ударил меня ладонью руки.;0;
000;She poked him with [the] finger.;Она ткнула его пальцем.;0;
000;He slapped me with [the] back of his hand.;Он ударил меня тыльной стороной руки.;0;
000;The child wiped his mouth with [the] sleeve.;Ребёнок вытер рот рукавом.;0;
000;She covered her face with [the] hands.;Она закрыла лицо руками.;0;

# possessive-cojoint: noun2pronoun - могут замещать существительные с 's или конструкцию с предлогом of
000;This is [his friend:t.Possessive](a friend of Michael), not mine.;Это друг Майкла, а не мой.;0;
001;[His idea:t.Possessive](Jack’s idea) was interesting, but his was even better.;Идея Джека была интересной, но его была ещё лучше.;0;
002;[His idea:t.Possessive](The idea of Jack) was interesting, but his was even better.;Идея Джека была интересной, но его была ещё лучше.;0;
003;[His decision:t.Possessive](Mark’s decision) was unexpected, but hers was even more surprising.;Решение Марка было неожиданным, но её было ещё более удивительным.;0;
004;[His decision:t.Possessive](The decision of Mark) was unexpected, but hers was even more surprising.;Решение Марка было неожиданным, но её было ещё более удивительным.;0;
005;[Her book:t.Possessive](Anna’s book) is on the table.;Книга Анны на столе.;0;
006;[Her book:t.Possessive](The book of Anna) is on the table.;Книга Анны на столе.;0;
007;He supported [her decision:t.Possessive](Anna’s decision), but questioned her reasoning.;Он поддержал решение Анны, но усомнился в её аргументации.;0;
008;He supported [her decision:t.Possessive](the decision of Anna), but questioned her reasoning.;Он поддержал решение Анны, но усомнился в её аргументации.;0;
009;The company changed [its policy:t.Possessive](the department’s policy) to comply with new regulations.;Компания изменила политику отдела, чтобы соответствовать новым правилам.;0;
010;The company changed [its policy:t.Possessive](the policy of the department) to comply with new regulations.;Компания изменила политику отдела, чтобы соответствовать новым правилам.;0;
011;The university updated [its catalog:t.Possessive](the library’s catalog) to include digital resources.;Университет обновил каталог библиотеки, чтобы включить цифровые ресурсы.;0;
012;The university updated [its catalog:t.Possessive](the catalog of the library) to include digital resources.;Университет обновил каталог библиотеки, чтобы включить цифровые ресурсы.;0;
013;The company improved [its interface:t.Possessive](the website’s interface) for better user experience.;Компания улучшила интерфейс сайта для лучшего пользовательского опыта.;0;
014;The company improved [its interface:t.Possessive](the interface of the website) for better user experience.;Компания улучшила интерфейс сайта для лучшего пользовательского опыта.;0;
015;The team followed [its guidelines:t.Possessive](the organization’s guidelines) to ensure compliance.;Команда следовала рекомендациям организации, чтобы обеспечить соответствие.;0;
016;The team followed [its guidelines:t.Possessive](the guidelines of the organization) to ensure compliance.;Команда следовала рекомендациям организации, чтобы обеспечить соответствие.;0;
017;The device lost [its calibration:t.Possessive](the sensor’s calibration) after prolonged use.;Устройство потеряло калибровку датчика после длительного использования.;0;
018;The device lost [its calibration:t.Possessive](the calibration of the sensor) after prolonged use.;Устройство потеряло калибровку датчика после длительного использования.;0;
019;The school updated [its structure:t.Possessive](the curriculum’s structure) to match new standards.;Школа обновила структуру учебного плана, чтобы соответствовать новым стандартам.;0;
020;The school updated [its structure:t.Possessive](the structure of the curriculum) to match new standards.;Школа обновила структуру учебного плана, чтобы соответствовать новым стандартам.;0;
021;The app changed [its settings:t.Possessive](the notification’s settings) after the update.;Приложение изменило настройки уведомления после обновления.;0;
022;The app changed [its settings:t.Possessive](the settings of the notification) after the update.;Приложение изменило настройки уведомления после обновления.;0;
023;[Their house:t.Possessive](James and Sarah’s house) is bigger than ours.;Дом Джеймса и Сары больше, чем наш.;0;
024;[Their house:t.Possessive](the house of James and Sarah) is bigger than ours.;Дом Джеймса и Сары больше, чем наш.;0;

# Reflexive(Возвратные): identification
000;I went to the store [myself:t.Reflexive,s1];Я пошёл в магазин сам;0;  
001;I made this decision [myself:t.Reflexive,s1];Я принял это решение сам;0;  
002;I hurt [myself:t.Reflexive,s1] while cooking;Я поранился, готовя еду;0;  
027;I consider [myself:t.Reflexive,s1] lucky to be here;Я считаю себя везучим, что оказался здесь;0;  
028;I taught [myself:t.Reflexive,s1] Spanish during the summer;Я выучил испанский сам за лето;0;  
029;I see [myself:t.Reflexive,s1] as a problem solver;Я вижу себя как решателя проблем;0;  
003;You should try it [yourself:t.Reflexive,s2];Тебе стоит попробовать это самому;0;  
004;Did you see it [yourself:t.Reflexive,s2]?;Ты видел это сам?;0;  
005;You can handle this [yourself:t.Reflexive,s2];Ты справишься с этим сам;0;  
030;You should be proud of [yourself:t.Reflexive,s2] for this achievement;Ты должен гордиться собой за это достижение;0;  
031;You’ve put [yourself:t.Reflexive,s2] in a difficult situation;Ты поставил себя в сложное положение;0;  
032;You imagine [yourself:t.Reflexive,s2] as a leader, don’t you?;Ты представляешь себя лидером, не так ли?;0;  
006;He fixed the car [himself:t.Reflexive,s3m];Он починил машину сам;0;  
007;He introduced [himself:t.Reflexive,s3m] to the guests;Он представился гостям сам;0;  
008;He blamed [himself:t.Reflexive,s3m] for the mistake;Он обвинил себя в ошибке;0;  
033;He described [himself:t.Reflexive,s3m] as a perfectionist;Он описал себя как перфекциониста;0;  
034;He forced [himself:t.Reflexive,s3m] to finish the task;Он заставил себя завершить задание;0;  
035;He sees [himself:t.Reflexive,s3m] in a different light now;Он видит себя теперь в другом свете;0;  
009;She prepared dinner [herself:t.Reflexive,s3f];Она приготовила ужин сама;0;  
010;She taught [herself:t.Reflexive,s3f] how to play the guitar;Она научилась играть на гитаре сама;0;  
011;She enjoyed [herself:t.Reflexive,s3f] at the party;Она хорошо провела время на вечеринке;0;  
036;She taught [herself:t.Reflexive,s3f] to play the violin;Она научила себя играть на скрипке;0;  
037;She reminded [herself:t.Reflexive,s3f] of the deadline;Она напомнила себе о дедлайне;0;  
038;She prepared [herself:t.Reflexive,s3f] for the speech;Она подготовила себя к выступлению;0;  
012;The cat licked [itself:t.Reflexive,s3n];Кот вылизался;0;  
013;The company rebuilt [itself:t.Reflexive,s3n] after the crisis;Компания восстановилась после кризиса;0;  
014;The machine shuts down [itself:t.Reflexive,s3n] automatically;Машина выключается автоматически;0;  
039;The dog hurt [itself:t.Reflexive,s3n] while jumping;Собака поранилась, когда прыгала;0;  
040;The company rebranded [itself:t.Reflexive,s3n] last year;Компания провела ребрендинг в прошлом году;0;  
041;The city prides [itself:t.Reflexive,s3n] on its history;Город гордится своей историей;0;  
015;We built this house [ourselves:t.Reflexive,p1];Мы построили этот дом сами;0;  
016;We found the solution [ourselves:t.Reflexive,p1];Мы нашли решение сами;0;  
017;We enjoyed [ourselves:t.Reflexive,p1] at the concert;Мы хорошо провели время на концерте;0;  
042;We reminded [ourselves:t.Reflexive,p1] of our goals;Мы напомнили себе о наших целях;0;  
043;We found [ourselves:t.Reflexive,p1] in an unusual situation;Мы оказались в необычной ситуации;0;  
044;We challenged [ourselves:t.Reflexive,p1] to improve;Мы бросили себе вызов, чтобы стать лучше;0;  
018;You have to decide [yourselves:t.Reflexive,p2];Вам нужно решить самим;0;  
019;Did you cook this meal [yourselves:t.Reflexive,p2]?;Вы приготовили эту еду сами?;0;  
020;You should introduce [yourselves:t.Reflexive,p2];Вам стоит представиться самим;0;  
045;You should ask [yourselves:t.Reflexive,p2] what really matters;Вы должны спросить себя, что действительно важно;0;  
046;You have proven [yourselves:t.Reflexive,p2] capable of great things;Вы доказали себе, что способны на великие вещи;0;  
047;You pushed [yourselves:t.Reflexive,p2] beyond your limits;Вы превзошли свои собственные границы;0;  
021;They organized the event [themselves:t.Reflexive,p3];Они организовали мероприятие сами;0;  
022;They managed the project [themselves:t.Reflexive,p3];Они управляли проектом сами;0;  
023;They defended [themselves:t.Reflexive,p3] in court;Они защищались в суде сами;0;  
048;They convinced [themselves:t.Reflexive,p3] it was the right choice;Они убедили себя, что это был правильный выбор;0;  
049;They blamed [themselves:t.Reflexive,p3] for the failure;Они обвинили себя в провале;0;  
050;They taught [themselves:t.Reflexive,p3] how to code;Они научились программировать сами;0;  
024;One must take care of [oneself:t.Reflexive,none];Нужно заботиться о себе;0;  
025;One should respect [oneself:t.Reflexive,none];Человек должен уважать себя;0;  
026;One can easily deceive [oneself:t.Reflexive,none];Можно легко обмануть себя;0;  
051;One should push [oneself:t.Reflexive,none] to improve daily;Нужно подталкивать себя к улучшению каждый день;0;  
052;One can easily lose [oneself:t.Reflexive,none] in thoughts;Можно легко потеряться в мыслях;0;  
053;One must remind [oneself:t.Reflexive,none] of the bigger picture;Нужно напоминать себе о более широкой перспективе;0;  

# Reflexive(Возвратные): usage - не используются как подлежащее.
000;FIXME: Myself can solve the problem. -> [I can solve] the problem myself.;Я сам могу решить проблему.;0;
001;FIXME: Yourself should apologize. -> [You should] apologize yourself.;Тебе следует извиниться самому.;0;
002;FIXME: Himself fixed the car. -> [He fixed] the car himself.;Он починил машину сам.;0;
003;FIXME: Herself wrote the report. -> [She wrote] the report herself.;Она написала отчёт сама.;0;
004;FIXME: Itself stopped working. -> [It stopped working] itself.;Оно перестало работать само.;0;
005;FIXME: Ourselves finished the project. -> [We finished] the project ourselves.;Мы закончили проект сами.;0;
006;FIXME: Yourselves must decide. -> [You must decide] yourselves.;Вы должны решить сами.;0;
007;FIXME: Themselves prepared for the test. -> [They prepared] for the test themselves.;Они подготовились к тесту сами.;0;
008;FIXME: Oneself should be disciplined. -> [One should be disciplined] oneself.;Человек должен быть дисциплинированным.;0;
017;FIXME: The manager and myself will review the reports. -> [The manager and I will review] the reports.;Менеджер и я рассмотрим отчёты.;0;  
018;FIXME: Everyone except yourself was invited. -> Everyone [except you] was invited.;Всех, кроме тебя, пригласили.;0;  
019;FIXME: The teacher asked if himself had completed the assignment. -> The teacher asked if [he had completed] the assignment.;Учитель спросил, закончил ли он задание.;0;  
020;FIXME: We weren’t sure whether herself could handle the pressure. -> We weren’t sure whether [she could handle] the pressure.;Мы не были уверены, сможет ли она справиться с давлением.;0;  
021;FIXME: None of the students, including myself, understood the question. -> None of the students, [including me], understood the question.;Никто из студентов, включая меня, не понял вопрос.;0;  
022;FIXME: The committee believed that themselves should decide on the policy. -> The committee believed that [they should decide] on the policy.;Комитет считал, что они должны сами принять решение о политике.;0;  
023;FIXME: He was unsure whether yourself had been informed. -> He was unsure whether [you had been informed].;Он не был уверен, был ли ты проинформирован.;0;  
024;FIXME: She noticed that himself was not paying attention. -> She noticed that he was not paying attention.;Она заметила, что он не обращал внимания.;0;  
025;FIXME: The CEO mentioned that myself would be leading the project. -> The CEO mentioned that [I would be leading] the project.;Генеральный директор упомянул, что я буду руководить проектом.;0;  
026;FIXME: The report stated that yourself must comply with the regulations. -> The report stated that [you must comply] with the regulations.;В отчёте указано, что ты должен соблюдать правила.;0;  
027;FIXME: She asked whether himself had already arrived. -> She asked whether [he had already arrived].;Она спросила, прибыл ли он уже.;0;  
028;FIXME: None of the candidates, including herself, met the requirements. -> None of the candidates, [including her], met the requirements.;Никто из кандидатов, включая её, не соответствовал требованиям.;0;  
029;FIXME: The director confirmed that ourselves had been selected for the project. -> The director confirmed that [we had been selected] for the project.;Директор подтвердил, что нас выбрали для проекта.;0;  
030;FIXME: We wondered if themselves had approved the changes. -> We wondered if [they had approved] the changes.;Мы задавались вопросом, одобрили ли они изменения.;0;  
031;FIXME: The lawyer suspected that yourself had altered the documents. -> The lawyer suspected [that you had altered] the documents.;Адвокат подозревал, что ты изменил документы.;0;  
032;FIXME: The scientist argued that itself was not a reliable source of data. -> The scientist argued that [it was not] a reliable source of data.;Учёный утверждал, что это не является надёжным источником данных.;0;  
033;FIXME: Despite the challenges, the team and myself managed to complete the task. -> Despite the challenges, [the team and I managed to complete] the task.;Несмотря на трудности, команда и я смогли выполнить задание.;0;  
034;FIXME: Her colleagues assumed that herself had taken the initiative. -> Her colleagues assumed that [she had taken] the initiative.;Её коллеги предположили, что она взяла инициативу на себя.;0;  

# Reflexive(Возвратные): usage.oneself - неопределенное лицо, высказывания общего характера
001;It is important to challenge [oneself:t.Reflexive,s0] every day.;Важно бросать себе вызов каждый день.;0;  
002;One should always take care of [oneself:t.Reflexive,s0].;Всегда нужно заботиться о себе.;0;  
003;To truly understand others, one must first understand [oneself:t.Reflexive,s0].;Чтобы по-настоящему понять других, нужно сначала понять себя.;0;  
004;Keeping [oneself:t.Reflexive,s0] motivated can be difficult at times.;Иногда бывает трудно поддерживать в себе мотивацию.;0;  
005;Expressing [oneself:t.Reflexive,s0] clearly is a valuable skill.;Умение ясно выражать свои мысли — это ценный навык.;0;  
006;One should never deceive [oneself:t.Reflexive,s0] about reality.;Никогда нельзя обманывать себя насчёт реальности.;0;  
007;Learning to defend [oneself:t.Reflexive,s0] is a crucial skill.;Умение защищать себя — важный навык.;0;  
008;One must prepare [oneself:t.Reflexive,s0] for unexpected challenges.;Нужно подготовиться к неожиданным вызовам.;0;  
009;To stay healthy, one should not neglect [oneself:t.Reflexive,s0].;Чтобы оставаться здоровым, нельзя пренебрегать собой.;0;  
010;Pushing [oneself:t.Reflexive,s0] too hard can lead to burnout.;Чрезмерные нагрузки могут привести к выгоранию.;0;  
  
# Reflexive(Возвратные): patterns.prepositions > Base > By oneself (alone/independently)
001;He enjoys traveling [by himself:t.Reflexive](on his own).;Ему нравится путешествовать одному.;0;  
002;She prefers dining [by herself:t.Reflexive](on her own).;Она предпочитает обедать в одиночестве.;0;  
003;I spent the whole evening [by myself:t.Reflexive](on my own).;Я провел весь вечер один.;0;  
004;They like going to the movies [by themselves:t.Reflexive](on their own).;Им нравится ходить в кино в одиночку.;0;  
005;She went on vacation [by herself:t.Reflexive](on her own).;Она поехала в отпуск одна.;0;  
006;He enjoys walking in the park [by himself:t.Reflexive](on his own).;Он любит гулять в парке один.;0;  
007;I prefer studying [by myself:t.Reflexive](on my own).;Я предпочитаю учиться один.;0;  
008;She often spends weekends [by herself:t.Reflexive](on her own).;Она часто проводит выходные одна.;0;  
009;He likes living [by himself:t.Reflexive](on his own).;Ему нравится жить одному.;0;  
010;They decided to move to another city [by themselves:t.Reflexive](on their own).;Они решили переехать в другой город одни.;0;  
001;He enjoys traveling [by himself:t.Reflexive](on his own).;Ему нравится путешествовать одному.;0;  
002;She prefers dining [by herself:t.Reflexive](on her own).;Она предпочитает обедать в одиночестве.;0;  
003;I spent the whole evening [by myself:t.Reflexive](on my own).;Я провел весь вечер один.;0;  
004;They like going to the movies [by themselves:t.Reflexive](on their own).;Им нравится ходить в кино в одиночку.;0;  
005;She went on vacation [by herself:t.Reflexive](on her own).;Она поехала в отпуск одна.;0;  
006;He enjoys walking in the park [by himself:t.Reflexive](on his own).;Он любит гулять в парке один.;0;  
007;I prefer studying [by myself:t.Reflexive](on my own).;Я предпочитаю учиться один.;0;  
008;She often spends weekends [by herself:t.Reflexive](on her own).;Она часто проводит выходные одна.;0;  
009;He likes living [by himself:t.Reflexive](on his own).;Ему нравится жить одному.;0;  
010;They decided to move to another city [by themselves:t.Reflexive](on their own).;Они решили переехать в другой город одни.;0;  
001;I fixed the computer [by myself:t.Reflexive](independently).;Я починил компьютер сам.;0;  
002;She painted the walls [by herself:t.Reflexive](independently).;Она покрасила стены сама.;0;  
003;He built the bookshelf [by himself:t.Reflexive](independently).;Он собрал книжную полку сам.;0;  
004;They repaired the car [by themselves:t.Reflexive](independently).;Они починили машину сами.;0;  
005;You should complete the task [by yourself:t.Reflexive](independently).;Тебе следует выполнить задание самому.;0;  
006;She solved the puzzle [by herself:t.Reflexive](independently).;Она разгадала головоломку сама.;0;  
007;He wrote the report [by himself:t.Reflexive](independently).;Он написал отчет сам.;0;  
008;I cooked dinner [by myself:t.Reflexive](independently).;Я приготовил ужин сам.;0;  
009;They organized the event [by themselves:t.Reflexive](independently).;Они организовали мероприятие сами.;0;  
010;She sewed the dress [by herself:t.Reflexive](independently).;Она сшила платье сама.;0;  

# Reflexive(Возвратные): patterns.prepositions > Base > For oneself (Для себя)
001;He made the decision [for himself:t.Reflexive](для себя).;Он принял решение для себя.;0;  
002;She cooked dinner [for herself:t.Reflexive](для себя).;Она приготовила ужин для себя.;0;  
003;I bought this book [for myself:t.Reflexive](для себя).;Я купил эту книгу для себя.;0;  
004;They saved money [for themselves:t.Reflexive](для себя).;Они копили деньги для себя.;0;  
005;He reserved a table [for himself:t.Reflexive](для себя).;Он забронировал столик для себя.;0;  
001;He invested [for himself:t.Reflexive](для себя) rather than relying on others.;Он инвестировал для себя, а не полагался на других.;0;  
002;She prepared a special meal [for herself:t.Reflexive](для себя) to celebrate her success.;Она приготовила особенный ужин для себя, чтобы отметить свой успех.;0;  
003;I took a day off [for myself:t.Reflexive](для себя) to relax and recharge.;Я взял выходной для себя, чтобы расслабиться и набраться сил.;0;  
004;They built a house [for themselves:t.Reflexive](для себя) instead of renting one.;Они построили дом для себя, вместо того чтобы снимать жилье.;0;  
005;He booked a trip [for himself:t.Reflexive](для себя) because he needed a break.;Он забронировал поездку для себя, потому что ему нужен был отдых.;0;  

# Reflexive(Возвратные): patterns.prepositions > Base > About oneself (О себе)
001;He only thinks [about himself:t.Reflexive](о себе).;Он думает только о себе.;0;  
002;Tell me something [about yourself:t.Reflexive](о себе).;Расскажи мне что-нибудь о себе.;0;  
003;She wrote a book [about herself:t.Reflexive](о себе).;Она написала книгу о себе.;0;  
004;They talked [about themselves:t.Reflexive](о себе).;Они говорили о себе.;0;  
005;I often reflect [about myself:t.Reflexive](о себе).;Я часто размышляю о себе.;0;  
001;He often writes [about himself:t.Reflexive](о себе) in his journal.;Он часто пишет о себе в дневнике.;0;  
002;She worries too much [about herself:t.Reflexive](о себе) and forgets to enjoy life.;Она слишком много переживает о себе и забывает наслаждаться жизнью.;0;  
003;I learned something new [about myself:t.Reflexive](о себе) during this trip.;Я узнал что-то новое о себе во время этого путешествия.;0;  
004;They spoke [about themselves:t.Reflexive](о себе) during the interview.;Они говорили о себе во время интервью.;0;  
005;He likes reading stories [about himself:t.Reflexive](о себе) in fictional books.;Ему нравится читать истории о себе в художественных книгах.;0;  

# Reflexive(Возвратные): patterns.prepositions > Base > To oneself (По отношению к себе)
001;Don’t be so hard [on yourself:t.Reflexive](по отношению к себе).;Не будь так строг к себе.;0;  
002;He spoke [to himself:t.Reflexive](по отношению к себе).;Он говорил сам с собой.;0;  
003;She whispered [to herself:t.Reflexive](по отношению к себе).;Она прошептала самой себе.;0;  
004;They kept their thoughts [to themselves:t.Reflexive](по отношению к себе).;Они держали свои мысли при себе.;0;  
005;I made a promise [to myself:t.Reflexive](по отношению к себе).;Я дал обещание самому себе.;0;  
001;She muttered [to herself:t.Reflexive](по отношению к себе) while working on the problem.;Она бормотала себе под нос, работая над проблемой.;0;  
002;I made a mental note [to myself:t.Reflexive](по отношению к себе) to stay more organized.;Я мысленно напомнил себе, что нужно быть более организованным.;0;  
003;He constantly lies [to himself:t.Reflexive](по отношению к себе) about his abilities.;Он постоянно лжет себе о своих возможностях.;0;  
004;They admitted [to themselves:t.Reflexive](по отношению к себе) that they were wrong.;Они признались себе, что были неправы.;0;  
005;She whispered a secret [to herself:t.Reflexive](по отношению к себе) before falling asleep.;Она прошептала себе секрет перед тем, как заснуть.;0;  
        
# Reflexive(Возвратные): patterns.prepositions > Useful > On oneself (ответственность)
011;He took it [on himself:t.Reflexive](ответственность).;Он взял это на себя.;0;  
012;She placed the burden [on herself:t.Reflexive](ответственность).;Она взвалила ответственность на себя.;0;  
013;I assumed the duty [on myself:t.Reflexive](ответственность).;Я взял на себя обязанность.;0;  
014;They imposed the challenge [on themselves:t.Reflexive](ответственность).;Они взвалили вызов на себя.;0;  
015;He laid the decision [on himself:t.Reflexive](ответственность).;Он возложил решение на себя.;0;  
016;She took the responsibility [on herself:t.Reflexive](ответственность) to organize the entire event from scratch.;Она взяла на себя ответственность организовать все мероприятие с нуля.;0;  
017;He placed the blame [on himself:t.Reflexive](ответственность) for the failure of the project.;Он возложил вину за провал проекта на себя.;0;  
018;I accepted the duty [on myself:t.Reflexive](ответственность) and ensured everything was completed on time.;Я принял на себя обязанность и убедился, что все было выполнено вовремя.;0;  
019;They took the challenge [on themselves:t.Reflexive](ответственность) to deliver the product ahead of schedule.;Они взяли на себя задачу доставить продукт раньше срока.;0;  
020;She assumed full responsibility [on herself:t.Reflexive](ответственность) for the consequences of her actions.;Она взяла на себя полную ответственность за последствия своих действий.;0;  

# Reflexive(Возвратные): patterns.prepositions > Useful > Upon oneself (обременение)
021;He brought trouble [upon himself:t.Reflexive](обременение).;Он навлек на себя неприятности.;0;  
022;She took the risk [upon herself:t.Reflexive](обременение).;Она взяла на себя риск.;0;  
023;I placed this challenge [upon myself:t.Reflexive](обременение).;Я возложил этот вызов на себя.;0;  
024;They imposed pressure [upon themselves:t.Reflexive](обременение).;Они наложили на себя давление.;0;  
025;He inflicted stress [upon himself:t.Reflexive](обременение).;Он навлек на себя стресс.;0;  
